education,experience,industry,skills,jobtitle,location,salary_range,work_hours,company_size,job_type
Master,11,IT,Data Analysis,Media / Entertainment / Internet,Singapore,"$110,000 - $130,000",Remote,Large (501-10000 employees),Designer
PhD,9,Ecommerce,Communication,Retail / Wholesale,London,"$130,000 - $150,000",Contract,Large (501-10000 employees),Analyst
Bachelor,16,Media,Java,Education / Teaching,London,"$90,000 - $110,000",Part-time,Small (1-50 employees),Designer
PhD,11,Education,Machine Learning,Recruitment / Staffing,Berlin,"$70,000 - $90,000",Part-time,Medium (51-500 employees),Consultant
Bachelor,15,IT,HTML/CSS,Media / Entertainment / Internet,San Francisco,"$50,000 - $70,000",Full-time,Medium (51-500 employees),Engineer
Bachelor,12,Retail,Python,Education / Teaching,Shanghai,"$70,000 - $90,000",Full-time,Medium (51-500 employees),Consultant
High School,3,Finance,Java,Healthcare / Medical Services,Shanghai,"$90,000 - $110,000",Full-time,Small (1-50 employees),Designer
Master,10,Recruitment,HTML/CSS,Industrial Products / Heavy Machinery,Toronto,"$50,000 - $70,000",Contract,Medium (51-500 employees),Manager
PhD,11,Healthcare,JavaScript,Industrial Products / Heavy Machinery,Sydney,"$130,000 - $150,000",Part-time,Small (1-50 employees),Developer
Master,15,Hospitality,Data Analysis,IT-Software / Software Services,Berlin,"$130,000 - $150,000",Remote,Medium (51-500 employees),Developer
PhD,4,Retail,SQL,Recruitment / Staffing,San Francisco,"$70,000 - $90,000",Remote,Medium (51-500 employees),Manager
Bachelor,18,Hospitality,Data Analysis,Internet / Ecommerce,Tokyo,"$50,000 - $70,000",Remote,Enterprise (10000+ employees),Analyst
Master,6,Education,Communication,IT-Software / Software Services,Berlin,"$110,000 - $130,000",Full-time,Medium (51-500 employees),Consultant
Master,19,IT,Data Analysis,Retail / Wholesale,Shanghai,"$130,000 - $150,000",Part-time,Enterprise (10000+ employees),Consultant
Bachelor,8,Recruitment,SQL,Internet / Ecommerce,London,"$70,000 - $90,000",Contract,Medium (51-500 employees),Engineer
High School,18,Healthcare,SQL,Education / Teaching,Toronto,"$70,000 - $90,000",Part-time,Small (1-50 employees),Manager
High School,3,Media,Python,Recruitment / Staffing,Toronto,"$110,000 - $130,000",Part-time,Large (501-10000 employees),Administrator
PhD,10,Media,Java,Media / Entertainment / Internet,London,"$90,000 - $110,000",Full-time,Enterprise (10000+ employees),Administrator
Bachelor,6,Education,C++,Healthcare / Medical Services,London,"$130,000 - $150,000",Remote,Small (1-50 employees),Administrator
PhD,17,Ecommerce,Communication,Recruitment / Staffing,New York,"$110,000 - $130,000",Contract,Enterprise (10000+ employees),Analyst
PhD,19,Education,SQL,Retail / Wholesale,Tokyo,"$70,000 - $90,000",Full-time,Enterprise (10000+ employees),Consultant
PhD,3,Education,Python,Media / Entertainment / Internet,Shanghai,"$70,000 - $90,000",Full-time,Small (1-50 employees),Developer
PhD,3,Recruitment,SQL,Retail / Wholesale,New York,"$90,000 - $110,000",Full-time,Large (501-10000 employees),Engineer
Bachelor,11,Hospitality,Data Analysis,Media / Entertainment / Internet,Tokyo,"$130,000 - $150,000",Part-time,Enterprise (10000+ employees),Designer
High School,14,Finance,SQL,Healthcare / Medical Services,San Francisco,"$50,000 - $70,000",Part-time,Enterprise (10000+ employees),Analyst
Bachelor,13,Education,C++,Retail / Wholesale,New York,"$90,000 - $110,000",Contract,Large (501-10000 employees),Analyst
PhD,6,IT,C++,Education / Teaching,Berlin,"$130,000 - $150,000",Remote,Small (1-50 employees),Engineer
High School,11,Hospitality,Problem Solving,IT-Software / Software Services,Paris,"$50,000 - $70,000",Part-time,Large (501-10000 employees),Developer
PhD,1,Media,SQL,Finance / Banking,San Francisco,"$90,000 - $110,000",Part-time,Medium (51-500 employees),Manager
Bachelor,5,Retail,Data Analysis,Hospitality / Tourism,London,"$50,000 - $70,000",Remote,Large (501-10000 employees),Developer
High School,16,Industrial,Machine Learning,Industrial Products / Heavy Machinery,Singapore,"$70,000 - $90,000",Part-time,Enterprise (10000+ employees),Engineer
Bachelor,7,IT,C++,IT-Software / Software Services,Tokyo,"$70,000 - $90,000",Contract,Large (501-10000 employees),Designer
Bachelor,6,Industrial,Communication,Hospitality / Tourism,Paris,"$50,000 - $70,000",Full-time,Enterprise (10000+ employees),Designer
Master,2,Retail,JavaScript,Media / Entertainment / Internet,San Francisco,"$130,000 - $150,000",Part-time,Large (501-10000 employees),Engineer
PhD,8,Media,SQL,Media / Entertainment / Internet,Tokyo,"$50,000 - $70,000",Part-time,Enterprise (10000+ employees),Analyst
Master,12,Retail,JavaScript,Education / Teaching,Toronto,"$110,000 - $130,000",Remote,Medium (51-500 employees),Manager
High School,13,Finance,C++,Media / Entertainment / Internet,Shanghai,"$130,000 - $150,000",Part-time,Medium (51-500 employees),Engineer
PhD,9,Hospitality,C++,Recruitment / Staffing,New York,"$110,000 - $130,000",Remote,Enterprise (10000+ employees),Consultant
High School,5,Finance,HTML/CSS,Internet / Ecommerce,Berlin,"$90,000 - $110,000",Contract,Small (1-50 employees),Consultant
High School,16,Hospitality,SQL,Hospitality / Tourism,London,"$50,000 - $70,000",Remote,Medium (51-500 employees),Designer
Master,11,Media,Python,Education / Teaching,Singapore,"$70,000 - $90,000",Remote,Enterprise (10000+ employees),Analyst
PhD,14,Ecommerce,HTML/CSS,Hospitality / Tourism,New York,"$50,000 - $70,000",Full-time,Large (501-10000 employees),Developer
Bachelor,15,Industrial,JavaScript,Retail / Wholesale,New York,"$90,000 - $110,000",Part-time,Large (501-10000 employees),Designer
Bachelor,10,Industrial,Communication,Internet / Ecommerce,Shanghai,"$130,000 - $150,000",Full-time,Enterprise (10000+ employees),Administrator
PhD,12,Media,Python,Media / Entertainment / Internet,Sydney,"$110,000 - $130,000",Remote,Enterprise (10000+ employees),Administrator
Bachelor,7,Recruitment,JavaScript,Finance / Banking,Shanghai,"$90,000 - $110,000",Remote,Large (501-10000 employees),Designer
High School,8,Finance,Python,Healthcare / Medical Services,New York,"$130,000 - $150,000",Part-time,Medium (51-500 employees),Engineer
High School,16,IT,JavaScript,Recruitment / Staffing,London,"$110,000 - $130,000",Part-time,Large (501-10000 employees),Administrator
PhD,13,Media,SQL,Internet / Ecommerce,Toronto,"$130,000 - $150,000",Full-time,Large (501-10000 employees),Administrator
Master,13,Industrial,Communication,Hospitality / Tourism,Shanghai,"$110,000 - $130,000",Full-time,Large (501-10000 employees),Developer
Master,8,Healthcare,Data Analysis,Healthcare / Medical Services,Berlin,"$90,000 - $110,000",Contract,Enterprise (10000+ employees),Manager
PhD,4,Recruitment,Communication,Industrial Products / Heavy Machinery,London,"$70,000 - $90,000",Remote,Small (1-50 employees),Consultant
Master,7,Industrial,Python,Media / Entertainment / Internet,Sydney,"$70,000 - $90,000",Remote,Enterprise (10000+ employees),Developer
Master,2,Media,Python,Internet / Ecommerce,Berlin,"$110,000 - $130,000",Full-time,Large (501-10000 employees),Analyst
PhD,9,Healthcare,C++,Media / Entertainment / Internet,Tokyo,"$70,000 - $90,000",Part-time,Enterprise (10000+ employees),Analyst
High School,8,Recruitment,Problem Solving,Education / Teaching,Sydney,"$90,000 - $110,000",Part-time,Enterprise (10000+ employees),Developer
PhD,4,Industrial,Communication,Finance / Banking,Tokyo,"$50,000 - $70,000",Remote,Enterprise (10000+ employees),Manager
High School,6,Industrial,HTML/CSS,Internet / Ecommerce,San Francisco,"$70,000 - $90,000",Remote,Medium (51-500 employees),Analyst
PhD,4,Finance,Data Analysis,IT-Software / Software Services,San Francisco,"$90,000 - $110,000",Remote,Enterprise (10000+ employees),Manager
PhD,8,Industrial,JavaScript,Finance / Banking,Singapore,"$50,000 - $70,000",Part-time,Small (1-50 employees),Developer
Bachelor,16,IT,HTML/CSS,Recruitment / Staffing,Singapore,"$90,000 - $110,000",Part-time,Large (501-10000 employees),Engineer
Master,6,Retail,Data Analysis,Internet / Ecommerce,Tokyo,"$110,000 - $130,000",Contract,Large (501-10000 employees),Consultant
PhD,9,Media,Java,Recruitment / Staffing,Toronto,"$90,000 - $110,000",Remote,Enterprise (10000+ employees),Analyst
PhD,14,Retail,Problem Solving,Hospitality / Tourism,London,"$110,000 - $130,000",Part-time,Medium (51-500 employees),Engineer
Bachelor,9,Recruitment,HTML/CSS,Retail / Wholesale,Tokyo,"$50,000 - $70,000",Part-time,Small (1-50 employees),Analyst
Bachelor,14,Media,Communication,Finance / Banking,Singapore,"$110,000 - $130,000",Part-time,Large (501-10000 employees),Analyst
High School,17,Media,Machine Learning,Healthcare / Medical Services,Singapore,"$50,000 - $70,000",Full-time,Small (1-50 employees),Developer
Master,6,Retail,JavaScript,Internet / Ecommerce,San Francisco,"$70,000 - $90,000",Part-time,Enterprise (10000+ employees),Administrator
Master,8,Finance,Data Analysis,Healthcare / Medical Services,Sydney,"$110,000 - $130,000",Full-time,Small (1-50 employees),Designer
Master,4,Healthcare,HTML/CSS,Media / Entertainment / Internet,London,"$90,000 - $110,000",Remote,Small (1-50 employees),Designer
High School,2,IT,SQL,Internet / Ecommerce,Shanghai,"$50,000 - $70,000",Part-time,Enterprise (10000+ employees),Analyst
Master,3,Education,SQL,Recruitment / Staffing,San Francisco,"$50,000 - $70,000",Full-time,Medium (51-500 employees),Designer
PhD,17,Retail,Communication,Finance / Banking,Shanghai,"$130,000 - $150,000",Part-time,Medium (51-500 employees),Designer
High School,13,Media,SQL,Education / Teaching,Singapore,"$130,000 - $150,000",Full-time,Large (501-10000 employees),Manager
Bachelor,10,Industrial,Java,Recruitment / Staffing,Paris,"$110,000 - $130,000",Contract,Small (1-50 employees),Designer
Bachelor,6,Education,Communication,IT-Software / Software Services,Paris,"$50,000 - $70,000",Part-time,Enterprise (10000+ employees),Designer
PhD,14,Education,Problem Solving,IT-Software / Software Services,London,"$70,000 - $90,000",Remote,Medium (51-500 employees),Consultant
High School,4,Recruitment,SQL,Retail / Wholesale,San Francisco,"$110,000 - $130,000",Remote,Small (1-50 employees),Analyst
Master,5,Ecommerce,Python,Media / Entertainment / Internet,London,"$50,000 - $70,000",Contract,Medium (51-500 employees),Engineer
Bachelor,9,Finance,C++,Education / Teaching,New York,"$50,000 - $70,000",Part-time,Enterprise (10000+ employees),Engineer
PhD,16,Hospitality,Data Analysis,Finance / Banking,Shanghai,"$70,000 - $90,000",Remote,Medium (51-500 employees),Designer
High School,13,Education,JavaScript,Internet / Ecommerce,Toronto,"$110,000 - $130,000",Remote,Medium (51-500 employees),Analyst
Master,12,Media,Python,Education / Teaching,Shanghai,"$90,000 - $110,000",Full-time,Medium (51-500 employees),Engineer
High School,8,Hospitality,HTML/CSS,Industrial Products / Heavy Machinery,London,"$90,000 - $110,000",Part-time,Enterprise (10000+ employees),Consultant
Bachelor,1,Retail,Machine Learning,Healthcare / Medical Services,Sydney,"$110,000 - $130,000",Contract,Medium (51-500 employees),Designer
High School,11,Finance,HTML/CSS,Healthcare / Medical Services,Sydney,"$130,000 - $150,000",Part-time,Small (1-50 employees),Developer
Master,9,Retail,C++,Retail / Wholesale,Singapore,"$110,000 - $130,000",Full-time,Small (1-50 employees),Analyst
Master,16,Recruitment,Java,Internet / Ecommerce,Singapore,"$50,000 - $70,000",Part-time,Enterprise (10000+ employees),Administrator
PhD,14,Healthcare,HTML/CSS,Internet / Ecommerce,New York,"$110,000 - $130,000",Full-time,Large (501-10000 employees),Engineer
Bachelor,13,Ecommerce,SQL,Recruitment / Staffing,Sydney,"$110,000 - $130,000",Full-time,Enterprise (10000+ employees),Manager
Bachelor,13,Hospitality,Data Analysis,IT-Software / Software Services,Tokyo,"$50,000 - $70,000",Full-time,Small (1-50 employees),Manager
PhD,8,Education,SQL,Industrial Products / Heavy Machinery,London,"$50,000 - $70,000",Part-time,Enterprise (10000+ employees),Designer
Bachelor,1,Industrial,Problem Solving,Retail / Wholesale,Paris,"$90,000 - $110,000",Part-time,Enterprise (10000+ employees),Administrator
PhD,7,Recruitment,Java,Education / Teaching,Shanghai,"$70,000 - $90,000",Full-time,Medium (51-500 employees),Analyst
High School,1,IT,Communication,Education / Teaching,Toronto,"$90,000 - $110,000",Contract,Large (501-10000 employees),Manager
Bachelor,1,Hospitality,SQL,Media / Entertainment / Internet,New York,"$110,000 - $130,000",Remote,Medium (51-500 employees),Administrator
Bachelor,11,Healthcare,HTML/CSS,Finance / Banking,Shanghai,"$70,000 - $90,000",Contract,Small (1-50 employees),Analyst
High School,16,IT,SQL,Internet / Ecommerce,Paris,"$50,000 - $70,000",Remote,Small (1-50 employees),Designer
PhD,18,Finance,JavaScript,Hospitality / Tourism,Paris,"$70,000 - $90,000",Full-time,Large (501-10000 employees),Engineer
Bachelor,6,Industrial,Java,Industrial Products / Heavy Machinery,Berlin,"$70,000 - $90,000",Part-time,Enterprise (10000+ employees),Analyst
High School,3,Recruitment,HTML/CSS,Recruitment / Staffing,New York,"$70,000 - $90,000",Part-time,Enterprise (10000+ employees),Designer
PhD,14,Industrial,Communication,Hospitality / Tourism,London,"$50,000 - $70,000",Contract,Small (1-50 employees),Consultant
PhD,3,Finance,C++,Recruitment / Staffing,Sydney,"$50,000 - $70,000",Part-time,Large (501-10000 employees),Developer
PhD,6,Education,HTML/CSS,Internet / Ecommerce,London,"$70,000 - $90,000",Contract,Medium (51-500 employees),Analyst
Master,1,Industrial,SQL,IT-Software / Software Services,Singapore,"$130,000 - $150,000",Part-time,Large (501-10000 employees),Manager
PhD,18,Media,Machine Learning,Healthcare / Medical Services,Paris,"$110,000 - $130,000",Remote,Enterprise (10000+ employees),Administrator
High School,1,Finance,JavaScript,Hospitality / Tourism,Toronto,"$90,000 - $110,000",Part-time,Large (501-10000 employees),Consultant
Master,3,Hospitality,C++,Hospitality / Tourism,Tokyo,"$130,000 - $150,000",Contract,Medium (51-500 employees),Consultant
High School,16,IT,Java,Finance / Banking,New York,"$110,000 - $130,000",Full-time,Large (501-10000 employees),Administrator
PhD,15,Hospitality,HTML/CSS,Finance / Banking,Tokyo,"$110,000 - $130,000",Part-time,Large (501-10000 employees),Engineer
High School,3,IT,JavaScript,Internet / Ecommerce,Tokyo,"$110,000 - $130,000",Full-time,Medium (51-500 employees),Manager
High School,11,Finance,C++,Media / Entertainment / Internet,New York,"$70,000 - $90,000",Contract,Medium (51-500 employees),Administrator
Bachelor,13,Education,Python,Industrial Products / Heavy Machinery,Toronto,"$130,000 - $150,000",Full-time,Medium (51-500 employees),Designer
Bachelor,9,Media,Problem Solving,Healthcare / Medical Services,New York,"$130,000 - $150,000",Full-time,Small (1-50 employees),Developer
High School,13,IT,Problem Solving,Internet / Ecommerce,Singapore,"$110,000 - $130,000",Part-time,Large (501-10000 employees),Manager
PhD,8,Media,HTML/CSS,Retail / Wholesale,London,"$90,000 - $110,000",Part-time,Medium (51-500 employees),Analyst
PhD,7,IT,JavaScript,Finance / Banking,Berlin,"$110,000 - $130,000",Full-time,Small (1-50 employees),Manager
Bachelor,7,Industrial,Java,Industrial Products / Heavy Machinery,Sydney,"$130,000 - $150,000",Full-time,Enterprise (10000+ employees),Manager
PhD,14,Healthcare,Java,Healthcare / Medical Services,Sydney,"$90,000 - $110,000",Part-time,Small (1-50 employees),Manager
High School,11,Finance,SQL,IT-Software / Software Services,Sydney,"$70,000 - $90,000",Full-time,Medium (51-500 employees),Consultant
Bachelor,17,Retail,C++,Education / Teaching,San Francisco,"$110,000 - $130,000",Contract,Enterprise (10000+ employees),Consultant
PhD,10,Finance,JavaScript,Media / Entertainment / Internet,Singapore,"$70,000 - $90,000",Part-time,Small (1-50 employees),Designer
PhD,2,IT,C++,Hospitality / Tourism,Berlin,"$130,000 - $150,000",Full-time,Enterprise (10000+ employees),Manager
Master,9,Recruitment,Communication,Healthcare / Medical Services,Toronto,"$70,000 - $90,000",Part-time,Medium (51-500 employees),Consultant
Bachelor,8,Hospitality,HTML/CSS,Education / Teaching,Singapore,"$50,000 - $70,000",Contract,Medium (51-500 employees),Engineer
PhD,6,Media,HTML/CSS,Media / Entertainment / Internet,Berlin,"$70,000 - $90,000",Contract,Small (1-50 employees),Analyst
Bachelor,14,Retail,HTML/CSS,Industrial Products / Heavy Machinery,New York,"$90,000 - $110,000",Contract,Large (501-10000 employees),Analyst
Master,19,Education,Machine Learning,Hospitality / Tourism,London,"$50,000 - $70,000",Part-time,Enterprise (10000+ employees),Consultant
High School,7,Media,Python,Healthcare / Medical Services,Sydney,"$90,000 - $110,000",Remote,Large (501-10000 employees),Consultant
